timestamp,device_name,vendor,model,version,hw_revision,role,ip_address,cpu_utilization,mem_utilization,packet_loss,temperature
1668179980,device_1,versa,versa_1,21.1,hw-versa-0001,vedge_branch,10.1.1.1,33.0,32.355,0.4450182011179467,40.73131732657544
1668179980,device_2,versa,versa_1,21.2,hw-versa-0001,vedge_branch,10.1.1.2,55.95,32.0,2.1310169959695697,43.94814920719477
1668179980,device_3,versa,versa_1,16.9,hw-versa-0001,vedge_branch,10.1.1.3,33.0,32.355,6.322631659985685,42.026118727221686
1668179980,device_4,cisco,cisco_1,16.9,hw-cisco-0001,vedge_branch,10.1.1.4,55.95,31.0,0.0948621371668824,38.59351163261572
1668179980,device_5,cisco,cisco_1,17.3,hw-cisco-0001,vedge_branch,10.1.1.5,34.0,32.355,0.4981839094943754,36.31135122474354
1668179980,device_6,cisco,cisco_1,17.6,hw-cisco-0001,vedge_branch,10.1.1.6,55.95,30.0,0.2540061734011356,35.260582433394184
1668179980,device_7,versa,versa_1,16.9,hw-versa-0001,vedge_branch,10.1.1.7,31.0,32.355,3.722616663553305,42.58094434229452
1668179980,device_8,versa,versa_1,16.9,hw-versa-0001,vedge_branch,10.1.1.8,55.95,30.0,3.383916439152717,43.3427185113768
1668179980,device_9,versa,versa_1,21.3,hw-versa-0001,vedge_branch,10.1.1.9,55.95,34.0,0.2841058420345098,44.17718464495703
1668179980,device_10,cisco,cisco_1,16.9,hw-cisco-0001,vedge_branch,10.1.1.10,32.0,32.355,0.286813369010549,38.297234099980855
1668179980,device_11,cisco,cisco_1,17.3,hw-cisco-0001,vedge_branch,10.1.1.11,55.95,30.0,0.24074951587221,40.931773219701626
1668179980,device_12,cisco,cisco_1,16.9,hw-cisco-0001,vedge_branch,10.1.1.12,55.95,32.0,3.8771531260424905,44.29978574028881
1668179980,device_13,versa,versa_1,21.1,hw-versa-0001,vedge_branch,10.1.1.13,31.0,32.355,0.4581915751087357,39.80599085998722
1668179980,device_14,versa,versa_1,21.2,hw-versa-0001,vedge_branch,10.1.1.14,31.0,32.355,0.7916209668309726,44.52814124982309
1668179980,device_15,versa,versa_1,21.3,hw-versa-0001,vedge_branch,10.1.1.15,55.95,33.0,1.4597178203722037,44.57053375141104
1668179980,device_16,cisco,cisco_1,16.9,hw-cisco-0001,vedge_branch,10.1.1.16,55.95,31.0,0.2337498581795739,37.54031926764313
1668179980,device_17,cisco,cisco_1,17.3,hw-cisco-0001,vedge_branch,10.1.1.17,33.0,32.355,0.0677818852534537,35.50411806042266
1668179980,device_18,cisco,cisco_1,17.6,hw-cisco-0001,vedge_branch,10.1.1.18,31.0,32.355,0.437334716053741,41.88810902504599
1668179980,device_19,versa,versa_1,21.1,hw-versa-0001,vedge_branch,10.1.1.19,32.0,32.355,1.5533045328925663,43.74765980504045
1668179980,device_20,versa,versa_1,21.2,hw-versa-0001,vedge_branch,10.1.1.20,55.95,31.0,1.6812238348153163,44.90188257094763
1668179980,device_21,versa,versa_1,21.3,hw-versa-0001,vedge_branch,10.1.1.21,55.95,31.0,2.194431197238126,40.366434487539095
1668179980,device_22,cisco,cisco_1,16.9,hw-cisco-0001,vedge_branch,10.1.1.22,55.95,32.0,1.6852691364518737,42.885940194572285
1668179980,device_23,cisco,cisco_1,17.3,hw-cisco-0001,vedge_branch,10.1.1.23,55.95,34.0,0.53327060979775,37.99746019862528
1668179980,device_24,cisco,cisco_1,16.9,hw-cisco-0001,vedge_branch,10.1.1.24,33.0,32.355,2.346071208494424,42.42679225390926
1668179980,device_25,versa,versa_1,21.1,hw-versa-0001,vedge_branch,10.1.1.25,55.95,30.0,0.1226713276757461,39.448883067452
1668179980,device_26,versa,versa_1,21.2,hw-versa-0001,vedge_branch,10.1.1.26,34.0,32.355,0.0041782479633829,37.75071717259547
1668179980,device_27,versa,versa_1,21.3,hw-versa-0001,vedge_branch,10.1.1.27,55.95,31.0,0.3464223479150879,39.46845909385829
1668179980,device_28,cisco,cisco_1,16.9,hw-cisco-0001,vedge_branch,10.1.1.28,31.0,32.355,0.2521891457693138,42.72905220844242
1668179980,device_29,cisco,cisco_1,17.3,hw-cisco-0001,vedge_branch,10.1.1.29,55.95,34.0,0.0020477924661409,40.89828087734652
1668179980,device_30,cisco,cisco_1,17.6,hw-cisco-0001,vedge_branch,10.1.1.30,32.0,32.355,0.0874106053774646,40.91407266695502
1668179980,device_31,versa,versa_1,21.1,hw-versa-0001,vedge_branch,10.1.1.31,55.95,32.0,0.2858441090281923,34.529396861681114
